docno,title,text
1315,"оценка производительности rae 6in. ударная труба высокого давления 
.","оценка производительности rae 6in. ударная труба высокого давления 
.
  оценены эксплуатационные характеристики 
ударной трубы rae 6 "" высокого давления 
с различными рабочими газами в 
диапазоне коэффициентов давления, обеспечивающих 
числа маха при ударе от 6 до 22. 
расчеты основаны на упрощенной 
модели течения в ударной трубе, в которой 
рабочая жидкость (воздух, не содержащий аргона) 
предполагается, что она всегда находится в химическом 
равновесии, а движущий газ (либо 
водород (или продукты сгорания 
водородно-кислородной смеси) 
предполагается, что он ведет себя как идеальный газ с 
постоянными удельными температурами .
  результаты представлены в 
графической форме и состоят из диаграмм 
нормальные ударные волны в воздухе, не содержащем аргон 
число Маха ударной волны и диафрагма 
соотношение давлений при различных начальных условиях и 
потоков, вызванных ударом, как 
в ударной трубе с равномерным сечением и 
при расширении в расходящемся сопле"
1316,"измерения температуры ударных волн с помощью обращения линий спектра, ii a 
двухлучевой метод.","измерения температуры ударных волн с помощью обращения линий спектра, ii a 
двухлучевой метод.
метод обращения линий натрия, как описано ранее, с использованием 
фотоумножителя и осциллографа, был модифицирован . два луча света
в настоящее время работают, и интерференционные фильтры используются в передней части
фотоумножители вместо спектрографа . в одном луче фон 
источник просматривается непосредственно через ударную трубу, а в другом луче 
 источник фона просматривается через ударную трубу с помощью зеркала 
система с нейтральным фильтром, вставленным для уменьшения его эффективного 
яркостная температура . при подходяще выбранной температуре для фона 
одна трасса осциллографа показывает поглощение, а другая 
указывает на излучение линий натрия. таким образом, по 
записям единичного толчка можно определить историю изменения температуры позади 
ударной волны примерно до 20 градусов . азот и кислород снова демонстрируют 
эффекты релаксации вблизи фронта . температуры в аргоне имеют тенденцию к снижению 
из-за радиационного неравновесия. обсуждаются процессы возбуждения в аргоне 
. с помощью этой системы можно определять 
температуры, которые несколько выше, чем у фонового источника. проделана определенная работа 
также был выполнен однолучевой метод с использованием углеродной дуги в качестве 
фона и последующей инверсии линии синего индия. температуры 
 до 3600 градусов были измерены при ударах с помощью азота, но 
разрешение по времени не такое хорошее ."
1317,время испытания ударной трубы .,"время испытания ударной трубы.
при теоретическом исследовании эффектов затухания ударной волны 
уравнение сохранения массы привело к объяснению 
разницы между идеальным теоретическим временем испытания и экспериментально полученным временем 
. приведен числовой пример ."
1318,"застой измерения температуры в гиперзвуковом ружье тоннеля с помощью
 способ реверсирования натрия-линии .","застой измерения температуры в гиперзвуковом ружье тоннеля с помощью
 способ реверсирования натрия-линии .
метод инверсии линии натрия / s.l.r./ недавно использовался для 
измерения переходных температур в диапазоне от 1400 до 3000 градусов для 
 пример ref.6 сообщает об измерениях температуры вспышки пистолета . в туннеле 
пушки могут создаваться температуры застоя в указанном выше диапазоне 
поток между затупленным телом и его носовой ударной волной . температура газа 
в этой зоне близка к значению застоя ."
1319,реальные эффекты газа при обтекании затупленных тел с гиперзвуковыми скоростями .,"реальные эффекты газа при обтекании затупленных тел с гиперзвуковыми скоростями .
гиперзвукового ударного тоннеля был разработан, чтобы исследовать
аэродинамические характеристики обтекания тел в условиях, сравнимых с
те, с которыми сталкиваются баллистические ракеты и спутники, возвращающиеся на
атмосфера . представлены некоторые результаты для скорости удара более 50 000 футов /с в 
части установки с ударной трубой. статическое давление 
в сопле были проведены исследования для различных условий застоя 
с целью определения режима потока и процесса расширения 
.
представлены результаты исследования типичных затупленных тел при 
гиперзвуковых числах Маха и температурах застоя сопла до 
приблизительно 6000 градусов . к ним относятся давление тела 
распределение, формы ударной волны, расстояния отрыва и фотографии 
области светящегося газа в ударном слое . видно, что 
расстояние ударного отрыва меньше при более высоких температурах застоя 
из-за реальных газовых эффектов. для полушария распределение давления 
было меньше, чем предсказано модифицированной теорией Ньютона для 
 всех температур застоя . для 50-градусной конусообразной полусферы 
распределение давления и расстояние отрыва ударной волны были 
существенно затронуты реальными газовыми эффектами.
экспериментально полученная форма ударной волны и приблизительный размер 
пограничного слоя на плоской пластине соотносятся с аналитическим 
прогнозом . представлены некоторые предварительные результаты для отрывной ударной волны, создаваемой 
затупленным двумерным телом в потоке низкой плотности при числе маха 
, равном 19,6 ."
1320,"расхождение профилей пластин с низким соотношением сторон при 
сверхзвуковых скоростях .","расхождение профилей пластин с низким соотношением сторон при 
сверхзвуковых скоростях .
  в части (1), в качестве первого подхода к теоретическому исследованию 
прямоугольных пластинчатых крыльев с низким соотношением сторон и постоянной толщины, 
сделаны два предположения, что .. (а) форма пролета 
структурное искажение известно, оставляя хордовое 
искажение произвольным. и (б) аэродинамические силы являются 
приближениями сверхзвуковой линеаризованной теории .  форма искажения 
затем по хорде выводится из дифференциального уравнения 
уравнение, представляющее состояние нейтрального равновесия для малых 
смещений при критической скорости расхождения .
  во-вторых, эта проблема исследуется с использованием измеренных 
коэффициентов конструктивной гибкости вместе с теоретическими 
аэродинамическими коэффициентами .
  в-третьих, обсуждается обычное последовательное решение, основанное на подходе Рэлея-Ритца 
с использованием тех же допущений, что и в первом методе 
.
  все результаты этих методов согласуются и указывают на то, что 
околозвуковой режим при m = 1 является наиболее критичным для 
расхождения .
  в части (2) установлено, что зачистка передней кромки 
профиля пластины постоянной толщины повышает ее устойчивость.  для 
углов стреловидности менее 30 критические условия возникают, когда 
передняя кромка звуковая, но для углов больше 30 
критические условия возникают, когда m = 1 ."
1321,влияние гибкой границы на гидродинамическую устойчивость .,"влияние гибкой границы на гидродинамическую устойчивость.
цель статьи - теоретически изучить использование покрытий из 
эластичных материалов для предотвращения перехода от ламинарного течения к турбулентному .
 теория является расширением гибкой границы малых возмущений 
теория устойчивости толлмиена-шлихтинга и использует / функцию титьенса 
/ и другие функции, которые встречаются в решении орра-зоммерфельда 
уравнение . показано, как могут быть получены решения для гибкой стенки 
из решений для жесткой границы .
сначала дается схема и обсуждение устойчивости толлмиена-шлихтинга 
 теория жесткой стенки, затем теория гибкой границы . теория 
дана как для недиссипативной, так и для диссипативной гибкой границы .
 также рассматривается поведение самой гибкой среды .
обсуждаются практические требования . например, вывод состоит в том, что 
 чтобы избежать неустойчивости толлмиена-шлихтинга, волновая скорость поверхности 
 волны в отсутствие течения должны совпадать с волной толлмиена-шлихтинга 
 скорость на длине волны /наиболее опасных/ волн толлмиена-шлихтинга .
 кроме того, демпфирование должно быть достаточно большим для предотвращения поверхностных волн от
развивается, но не настолько большие, что tollmien-Шлихтинга являются
это допустимо . автор утверждает, что граница, которая является одновременно мягкой и невесомой, 
граница, упругие константы которой имеют тот же порядок, что и динамическое давление 
 потока, может быть практичной для использования на высоких скоростях . эта поверхность должна 
 иметь небольшое затухание, чтобы избежать неустойчивости типа толлмиена-шлихтинга 
и достаточно большую скорость волны без течения, чтобы избежать поверхностной волны 
нестабильность. хотя бумага местами выглядит несколько схематично, она обеспечивает 
всестороннее освещение стабильности ламинарного течения по гибкой стенке ."
1322,"qualitiative решения, устойчивости уравнения для пограничного слоя в
 свяжитесь с различных форм гибкой поверхности .","qualitiative решения, устойчивости уравнения для пограничного слоя в
 свяжитесь с различных форм гибкой поверхности .
разработана соответствующая форма уравнения устойчивости пограничного слоя 
для условия, когда жидкость находится в контакте с 
изотропной и однородной упругой средой, и различные приближенные 
получены аналитические решения для определенных типов поверхностей, позволяющие выявить на 
наименее качественно происхождение и характеристики нейтральных колебаний 
. в разработанных решениях упругая среда рассматривается как 
недиссипативная, а внутренняя граница предполагается либо неподвижной, либо свободной 
 от напряжений, либо подверженной воздействию жидкости . пограничный слой также обрабатывается 
как это происходит над плоской пластиной в несжимаемой жидкости .
полученные результаты показывают, что наличие такой упругой поверхности 
открывает возможность ряда других режимов колебаний 
волны шлихтинга . большинство из этих режимов имеют скорости распространения 
определяется в значительной степени свойствами эластичного материала и их наличием. 
наличие вполне может быть фактически вопросом ""невязкой"" текучести. 
стабильность - тема, не рассматриваемая здесь. минимальное число Рейнольдса для режима толлмина-шлихтинга 
увеличивается из-за наличия поверхности 
, но если внутренняя граница свободна, может быть и верхний предел 
. действительно, достаточно тонкая свободная поверхность или поверхность с низкой 
жесткостью, по-видимому, полностью устраняет нейтральные колебания этого режима 
, однако, только за счет введения режима 
изгибных волн ."
1323,"исследование использования дополнительной щели для 
восстановления ламинарного потока на аэродинамических крыльях с низким лобовым сопротивлением .","исследование использования дополнительной щели для 
восстановления ламинарного потока на аэродинамических крыльях с низким лобовым сопротивлением .
  использование дополнительной прорези на ламинарном потоке 
аэродинамический профиль был исследован, чтобы проверить, можно ли восстановить ламинарный поток 
путем всасывания в задней части области 
отложившейся грязи, мух и т.д.
  результаты показывают, что при отсутствии неблагоприятных градиентов давления 
возможно восстановить ламинарный 
пограничный слой, удалив немного больше, чем весь турбулентный 
слой, достигающий щели, и предварительные оценки 
предположите, что при эффективной прокладке воздуховодов должно быть возможно достичь 
снижения общего эффективного коэффициента сопротивления за счет 
этого средства."
1324,"влияние на переход изолированных поверхностных наростов 
в пограничном слое .","влияние на переход изолированных поверхностных наростов 
в пограничном слое .
  влияние изолированных поверхностных наростов в 
ламинарном пограничном слое на возникновение возмущений 
которые могут привести к турбулентному течению было исследовано 
экспериментально несколькими методами .  фотографии некоторых из них 
приведены схемы течения, визуализированные с помощью дыма и фарфоровой глины 
приведены техники.
  были измерены критические высоты выступов, которые как раз и приводят к возникновению 
растекающихся клиньев турбулентного потока 
на плоской пластине и на двух аэродинамических поверхностях под несколькими углами 
падения .  результаты проанализированы и представлены в виде 
формы, которая позволяет сделать приблизительные оценки 
допустимых выступов на поверхностях ламинарного течения при 
натурных числах Рейнольдса полета .  оценки показывают 
что на высоте 30 000 футов критическая высота выступа 
составляет 0,004 дюйма. для скорости 350 м. в час, в то время как 0,002 дюйма.
может быть допустимо на всех дозвуковых скоростях .  на уровне моря,
однако, допуски примерно вдвое ."
1325,"эксперименты по использованию всасывания через перфорированные полосы 
для поддержания ламинарного потока. измерения переходного процесса и 
сопротивления .","эксперименты по использованию всасывания через перфорированные полосы 
для поддержания ламинарного потока. измерения переходного процесса и 
сопротивления .
  описаны испытания в аэродинамической трубе, в ходе которых всасывание 
применяется к перфорированным полосам в качестве альтернативы 
пористым полосам или щелям для поддержания ламинарного пограничного слоя 
.  сначала был проведен тест на одном ряду 
перфорации на изогнутой пластине в качестве предварительной подготовки к основным 
тестам, которые проводились на полосах из нескольких рядов 
из отверстий, просверленных в поверхности типа с низким лобовым сопротивлением 
аэродинамический профиль толщиной 13% и шириной 5 футов.
  установлено, что при скорости ветра 180 футов в секунду 
для расширения ламинарного потока можно безопасно применять всасывание 
при условии соотношения диаметра отверстия к смещению пограничного слоя 
толщина менее 2, отношение шага отверстия к 
диаметру меньше 3, а в полосе имеется не менее трех рядов отверстий 
.  при использовании менее трех строк критерии 
гораздо более строгие .  есть возможность расширить ламинарный поток
путем всасывания через отверстия которых диаметры и
поля слегка превышать эти значения, но только с риском того, что
в чрезмерных количествах всасывания производят клинья
турбулентный пограничный слой, происходящих в отверстия .
  равномерное распределение всасывания через отверстия было 
необходимо .  этого удалось добиться двумя методами: 
с использованием ячеек и дроссельных отверстий и с коническими отверстиями .
в частности, были проведены испытания некоторых панелей 
, поставляемых компанией handley page, ltd., в которых ячейки и конические отверстия 
были изготовлены коммерческими методами, и 
распределение всасывания оказалось удовлетворительным.
  было измерено сопротивление некоторых сотовых устройств 
.  было обнаружено, что, когда величины всасывания 
были минимальными, необходимыми для поддержания ламинарного потока, 
дополнительные потери общего напора всасываемого воздуха из-за 
сопротивления дроссельных отверстий могли быть уменьшены по сравнению с 
с потерей общего напора всасываемого пограничного слоя 
."
1326,"взаимодействие вторичных впрыскиваемых веществ и выхлопных газов ракеты 
для управления вектором тяги.","взаимодействие вторичных впрыскиваемых веществ и выхлопных газов ракеты 
для управления вектором тяги.
  испытания проводились с тягой от 1300 до 1500 фунтов 
твердотопливные ракетные двигатели с целью исследования 
механизмов создания боковой силы, связанных с 
впрыском вторичной жидкости в 
расширительный конус сопла ракеты на твердом топливе для 
управление вектором тяги .  форсунок было 15 
конических с номинальным коэффициентом расширения.  все 
стрельбы проводились в эжекторах с нулевым расходом.
фреон-12, вода, и gascous азота были использованы в качестве
инъекционный препарат .  насадка-стена профили давления,
боковые тяги, а сопло-настенное вид интерфейса
записан .  был определен общий характер 
возмущения давления.  основная часть 
бокового усилия создавалась давлением 
возмущения ниже по потоку от форсунки.  в
увеличение осевой тяги, создаваемой
инъекционный препарат был рассчитан .  последствия насадка-расширение
соотношение и расположение форсунок на стороне Силы
было ясно продемонстрировано ."
1327,о распространении и структуре взрывной волны .,"о распространении и структуре взрывной волны .
  что касается взрывных волн с передними поверхностями плоской, цилиндрической и 
сферической формы, обсуждаются скорость распространения u и распределение 
гидродинамических величин .  решения построены 
в виде степенного ряда в (c u), где c - скорость звука в 
невозмущенной жидкости .  в частности, r, расстояние фронта ударной волны от 
заряда, представлено как, 
где r - характерная длина, связанная с энергией взрыва, 
j и являются постоянными, а a = 0,1,2 соответствуют плоскому, цилиндрическому и 
сферическому корпусу соответственно .  в этой статье обсуждаются первые приближения 
для a = 0,1 (случай a = 2 обсуждался Г. И. Тейлором). 
тейлор).  решение получено численно для случая 
индекса адиабаты .  также рассматривается приближенное решение .  используя 
эти решения, установлено, что .
  второе приближение появится в части 2, которая будет опубликована 
впоследствии ."
1328,"создание аэродинамических сил путем добавления тепла 
на внешних поверхностях самолета .","создание аэродинамических сил путем добавления тепла 
на внешних поверхностях самолета .
  в рамках линеаризованной
теория потока эквивалентности между
жидкость, массовый источник, источник тепла,
и продольных сил организма
разработан .  эквивалентность между 
источником массы жидкости и источником тепла 
впервые была замечена Хиксом (2) 
, а позже Чу .  (3) используя 
эквивалентность, можно вычислить поле потока, создаваемое 
добавлением тепла и 
магнитогидродинамическими силами тела.
  примеры для двумерной модели 
плоская пластина, треугольное крыло, аксиально 
симметричный тонкий корпус и клиновидная форма 
хвостовая часть рассчитаны для 
дозвуковых и сверхзвуковых скоростей.
эффективность подъемной силы или тяги 
выработка за счет добавления поверхностного тепла 
очень низкая на дозвуковых скоростях.  на 
сверхзвуковых скоростях эффективность 
сравнивается с эффективностью самолета с 
обычным турбореактивным двигателем 
конфигурация .  обнаружено, что 
эффективность создания подъемной силы или тяги 
за счет добавления тепла к 
двумерным телам примерно такая же 
, как и для 
двумерного тела с турбореактивным двигателем .  
эффективность несколько выше при низких 
сверхзвуковых числах маха и ведет себя 
как, уменьшаясь до 
постоянного значения по мере увеличения.
с другой стороны, эффективность 
создания тяги за счет добавления тепла 
увеличивается линейно с числом маха 
когда тепло добавляется к задней поверхности 
осесимметричной кормовой части 
параболической формы."
1329,"некоторые аспекты нестационарных теория крыла и ее
практическое применение .","некоторые аспекты нестационарных теория крыла и ее
практическое применение .
  этот документ состоит из трех записок по теории два
габаритные тонких аэродинамических профилей в не-равномерном движении ..
колеблющийся профиль собран из более ранней статьи и 
представлен в удобных формах для практического применения .
жесткий профиль, проходящий через вертикальный порывистый поток, имеющий 
синусоидальное распределение интенсивности .  подъемная сила определяется как 
функция пониженной частоты (которая в данном случае 
пропорциональна отношению хорды профиля и длины волны 
характер порывов ветра) и представлен в виде векторной диаграммы .
показано, что подъемная сила действует в точке четверти хорды аэродинамического профиля 
постоянно .
расчет амплитуды крутильных колебаний лопасти вентилятора 
работает вслед за набором лопастей предварительного вращения .  в 
численном примере амплитуда оказывается небольшой, даже когда 
лопасти расположены так, что частота возбуждения совпадает 
с собственной частотой лопасти вентилятора ."
1330,"о некоторых преобразованиях Фурье в теории нестационарных течений 
.","о некоторых преобразованиях Фурье в теории нестационарных течений 
.
  рост подъемной силы на профиле 
импульсный переход от состояния покоя к равномерной скорости 
скорость была задана Вагнером (1925). 
установившаяся подъемная сила за счет циркуляции на 
профиль, колеблющийся синусоидально и движущийся с постоянной скоростью 
представлен теодорсеном 
 настоящая статья в основном основана на 
материале отчета n. a. c. a. № 629 от 
автор, обсуждает некоторые взаимосвязи 
природа существующих преобразований Фурье 
между функциями Вагнера и теодорсена .
кусснер (1936) уже показал, что функция Вагнера 
может быть получена из функции теодорсена 
.  с помощью суперпозиции принцип, его
можно использовать эти фундаментальные
функции для лечения общие проблемы в переходных
выражение, которое выполняется с точностью 2
процент отводится для функции Вагнера .  это 
выражение приводит к хорошему приближенному выражению 
для функции теодорсена в терминах 
экспоненциального интеграла вместо функций Ханкеля .
проводится аналогия между переходными процессами 
гидродинамическими потоками и переходными электрическими потоками .
  кусснер (1936) ввел функцию 
, описывающую увеличение подъемной силы аэродинамического профиля 
вхождение в область вертикального порыва с острыми краями .  эта функция 
имеет определенное отношение к функции Вагнера 
, которая кратко обсуждается ."
1331,"рассчитанные реакции большого самолета со стреловидным крылом 
на постоянную турбулентность с сравнениями летных испытаний.","рассчитанные реакции большого самолета со стреловидным крылом 
на постоянную турбулентность с сравнениями летных испытаний.
  рассчитанные характеристики симметричных движений 
самолета, крыла 
деформации и нагрузки на крыло из-за порывов ветра 
показано, что они выгодно отличаются от 
имеющихся результатов летных испытаний.  эти 
рассчитанные реакции основаны на 
теории случайных процессов, пяти степенях 
свободы, подъемной поверхности 
аэродинамике и одномерной вертикальной 
турбулентности.  изучается степень, в которой 
различные степени свободы вносят вклад 
в реакции, и 
в этой связи определяются относительные эффекты 
статической и динамической 
аэроупругости ."
1332,"рассчитанные распределения подъемной силы по размаху, функции влияния 
и коэффициенты влияния для неубранных крыльев в дозвуковом потоке 
.","рассчитанные распределения подъемной силы по размаху, функции влияния 
и коэффициенты влияния для неубранных крыльев в дозвуковом потоке 
.
  распределение подъемной силы по размаху было рассчитано для девятнадцати крыльев. 
неубранные крылья с различными соотношениями сторон и конусности и 
с различными распределениями углов атаки или кручения, включая 
отклонения закрылков и элеронов по методу Вайссингера 
с восемью контрольными точками на полуприцепе .  также были рассчитаны 
коэффициенты аэродинамического влияния, относящиеся к a 
определенному набору станций вдоль пролета, и несколько 
представлены методы расчета аэродинамического влияния 
функции и коэффициенты для станций, отличные от предусмотренных.
  представленная здесь информация может быть использована при анализе 
раскрученных крыльев или крыльев с известным распределением кручения, а также 
а также при аэроупругих расчетах с использованием изначально неизвестных 
распределений кручения ."
1333,"аэродинамические силы , действующие на крылья при неравномерном движении .","аэродинамические силы, действующие на крылья при неравномерном движении .
  исследуется задача определения аэродинамических сил 
, действующих на крылья конечного размаха при неравномерном движении 
в несжимаемой невязкой жидкости .  лежащая в основе 
теория изложена в 2, а некоторые известные результаты 
для случая аэродинамического профиля с бесконечным размахом включены в 3 .  это 
показано на 4 с использованием операционных методов, 
что рост функции подъемной силы k (s), соответствующей внезапной единице измерения 
изменение частоты падения, может быть получено из подъемной силы 
функция , соответствующая простому гармоническому поступательному движению .
из результатов, приведенных автором для прямоугольных 
крыльев (1943) и конических крыльев (1945) в простом гармоническом движении 
определены соответствующие значения k (s).
затем можно оценить рост подъемной силы k (s) для крыла, преодолевающего равномерный вертикальный порыв ветра 
, как показано на рис. 4 
и 5.  использование приближенных формул для роста лифт
кривые приведены на рис. 2, аэродинамические силы
соответствующий затухают и растет поступательные колебания
производные .
  определенные интегралы, используемые в теории, оцениваются в 
приложении 1, а в приложении 2 подробно обсуждается метод определения
k (s), когда k (s) известно .
  предполагается, что аэродинамические силы, действующие на крылья 
конечного размаха для любого типа движения, могут быть наилучшим образом получены 
из знания сил, соответствующих чисто 
расходящемуся движению, которое может быть рассчитано методами 
изложено в настоящем отчете ."
